Trail,Time,N,dx,beta_0,beta_V,beta_K,beta_D,beta_Y,g,V,Ground State,Init State,E0,Ei,Ef,Evolver,Cooling Effect,Physical Time,Wall Time
0,2019/11/14 23:14:48,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,7.023601722,IVP,Partially Cooled,0.790315789,3.379777431
0,2019/11/14 23:14:52,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.825388431,IVP,Partially Cooled,1.053421053,3.957042694
0,2019/11/14 23:14:57,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,1.740231613,IVP,Partially Cooled,1.316526316,5.071117163
0,2019/11/14 23:15:03,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.766185476,IVP,Partially Cooled,1.579631579,5.980121374
0,2019/11/14 23:15:09,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.646428539,IVP,Partially Cooled,1.842736842,6.029363871
0,2019/11/14 23:15:16,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.56272305,IVP,Partially Cooled,2.105842105,6.434570551
0,2019/11/14 23:15:23,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.517653807,IVP,Partially Cooled,2.368947368,7.381938934
0,2019/11/14 23:15:31,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.468730409,IVP,Partially Cooled,2.632052632,7.879040003
0,2019/11/14 23:15:39,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.441035956,IVP,Partially Cooled,2.895157895,8.065885305
0,2019/11/14 23:15:48,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.392483499,IVP,Partially Cooled,3.158263158,8.999653101
0,2019/11/14 23:15:57,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.316117055,IVP,Partially Cooled,3.421368421,9.17974925
0,2019/11/14 23:16:07,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.265457399,IVP,Partially Cooled,3.684473684,9.437499046
0,2019/11/14 23:16:18,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.240747834,IVP,Partially Cooled,3.947578947,10.59604788
0,2019/11/14 23:16:27,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.225352006,IVP,Partially Cooled,4.210684211,9.171886444
0,2019/11/14 23:16:37,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.211723931,IVP,Partially Cooled,4.473789474,10.02948499
0,2019/11/14 23:16:47,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.19946173,IVP,Partially Cooled,4.736894737,9.759495258
0,2019/11/14 23:16:58,128,0.2,1,80,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.187762871,IVP,Partially Cooled,5,10.98461199
0,2019/11/14 23:16:58,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.85706539,IVP,Failed,0.001,0.285932302
0,2019/11/14 23:16:59,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,7.982819992,IVP,Partially Cooled,0.264105263,1.119565725
0,2019/11/14 23:17:01,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,7.422989213,IVP,Partially Cooled,0.527210526,1.993268728
0,2019/11/14 23:17:04,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.993579681,IVP,Partially Cooled,0.790315789,2.741153717
0,2019/11/14 23:17:08,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.680043553,IVP,Partially Cooled,1.053421053,3.55466485
0,2019/11/14 23:17:12,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,1.620334007,IVP,Partially Cooled,1.316526316,4.123148203
0,2019/11/14 23:17:16,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.807377441,IVP,Partially Cooled,1.579631579,4.493131638
0,2019/11/14 23:17:21,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.684354758,IVP,Partially Cooled,1.842736842,4.894109726
0,2019/11/14 23:17:27,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.597030637,IVP,Partially Cooled,2.105842105,5.440670967
0,2019/11/14 23:17:33,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.553466399,IVP,Partially Cooled,2.368947368,5.969314575
0,2019/11/14 23:17:39,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.507057127,IVP,Partially Cooled,2.632052632,6.100078344
0,2019/11/14 23:17:45,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.477041829,IVP,Partially Cooled,2.895157895,6.51117301
0,2019/11/14 23:17:53,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.419460619,IVP,Partially Cooled,3.158263158,7.408983707
0,2019/11/14 23:18:01,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.342844636,IVP,Partially Cooled,3.421368421,7.986770391
0,2019/11/14 23:18:11,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.294395518,IVP,Partially Cooled,3.684473684,9.73767066
0,2019/11/14 23:18:22,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.270311354,IVP,Partially Cooled,3.947578947,11.00650764
0,2019/11/14 23:18:33,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.253717293,IVP,Partially Cooled,4.210684211,11.55811858
0,2019/11/14 23:18:45,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.238791241,IVP,Partially Cooled,4.473789474,11.80632257
0,2019/11/14 23:18:57,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.225216735,IVP,Partially Cooled,4.736894737,11.45888519
0,2019/11/14 23:19:09,128,0.2,1,90,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.212011893,IVP,Partially Cooled,5,12.50601125
0,2019/11/14 23:19:10,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.85707289,IVP,Failed,0.001,0.328862667
0,2019/11/14 23:19:11,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,7.978784573,IVP,Partially Cooled,0.264105263,1.50011301
0,2019/11/14 23:19:13,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,7.410267774,IVP,Partially Cooled,0.527210526,2.220017672
0,2019/11/14 23:19:17,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.965524041,IVP,Partially Cooled,0.790315789,3.152707338
0,2019/11/14 23:19:21,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.546534972,IVP,Partially Cooled,1.053421053,4.128528833
0,2019/11/14 23:19:26,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,1.551503433,IVP,Partially Cooled,1.316526316,5.228853226
0,2019/11/14 23:19:32,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.849814101,IVP,Partially Cooled,1.579631579,6.171025515
0,2019/11/14 23:19:39,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.718868869,IVP,Partially Cooled,1.842736842,6.719203949
0,2019/11/14 23:19:46,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.630463628,IVP,Partially Cooled,2.105842105,7.225861788
0,2019/11/14 23:19:54,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.58756857,IVP,Partially Cooled,2.368947368,7.724997997
0,2019/11/14 23:20:02,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.543132432,IVP,Partially Cooled,2.632052632,7.698729515
0,2019/11/14 23:20:11,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.510680932,IVP,Partially Cooled,2.895157895,8.571537256
0,2019/11/14 23:20:20,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.445211756,IVP,Partially Cooled,3.158263158,9.149223328
0,2019/11/14 23:20:28,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.369065446,IVP,Partially Cooled,3.421368421,8.27581501
0,2019/11/14 23:20:37,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.322368373,IVP,Partially Cooled,3.684473684,8.608855963
0,2019/11/14 23:20:46,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.298920476,IVP,Partially Cooled,3.947578947,8.945877314
0,2019/11/14 23:20:55,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.281354526,IVP,Partially Cooled,4.210684211,9.403174162
0,2019/11/14 23:21:04,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.265346161,IVP,Partially Cooled,4.473789474,9.270929337
0,2019/11/14 23:21:14,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.250693285,IVP,Partially Cooled,4.736894737,9.41597867
0,2019/11/14 23:21:24,128,0.2,1,100,20,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.236220344,IVP,Partially Cooled,5,10.08771348
0,2019/11/14 23:21:24,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.85238158,IVP,Failed,0.001,0.280434608
0,2019/11/14 23:21:25,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.103125404,IVP,Partially Cooled,0.264105263,0.909845114
0,2019/11/14 23:21:27,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.583519559,IVP,Partially Cooled,0.527210526,1.377144814
0,2019/11/14 23:21:29,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.339255462,IVP,Partially Cooled,0.790315789,1.801909685
0,2019/11/14 23:21:31,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,4.983292261,IVP,Partially Cooled,1.053421053,2.232880116
0,2019/11/14 23:21:34,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,3.615667293,IVP,Partially Cooled,1.316526316,2.695440769
0,2019/11/14 23:21:37,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.127622596,IVP,Cooled,1.579631579,3.138128281
0,2019/11/14 23:21:40,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.121567214,IVP,Cooled,1.842736842,3.580925465
0,2019/11/14 23:21:45,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.121040881,IVP,Cooled,2.105842105,4.241560936
0,2019/11/14 23:21:51,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.120182333,IVP,Cooled,2.368947368,6.258961201
0,2019/11/14 23:21:57,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.117651003,IVP,Cooled,2.632052632,6.256088495
0,2019/11/14 23:22:04,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.112791687,IVP,Cooled,2.895157895,6.810286045
0,2019/11/14 23:22:12,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.112046743,IVP,Cooled,3.158263158,7.559959412
0,2019/11/14 23:22:20,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.109151774,IVP,Cooled,3.421368421,8.19783926
0,2019/11/14 23:22:29,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.101143478,IVP,Cooled,3.684473684,8.884261608
0,2019/11/14 23:22:39,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.094559439,IVP,Cooled,3.947578947,9.51598978
0,2019/11/14 23:22:49,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092589566,IVP,Cooled,4.210684211,10.38394308
0,2019/11/14 23:23:00,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092464649,IVP,Cooled,4.473789474,10.84670544
0,2019/11/14 23:23:11,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092420287,IVP,Cooled,4.736894737,10.81600332
0,2019/11/14 23:23:22,128,0.2,1,10,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092366122,IVP,Cooled,5,11.48056412
0,2019/11/14 23:23:23,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.85238322,IVP,Failed,0.001,0.383744478
0,2019/11/14 23:23:24,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.102503026,IVP,Partially Cooled,0.264105263,1.297659636
0,2019/11/14 23:23:26,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.568442207,IVP,Partially Cooled,0.527210526,1.930649757
0,2019/11/14 23:23:29,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.274675448,IVP,Partially Cooled,0.790315789,2.379347324
0,2019/11/14 23:23:32,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,4.771615162,IVP,Partially Cooled,1.053421053,3.002032042
0,2019/11/14 23:23:35,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,2.771365014,IVP,Partially Cooled,1.316526316,3.624305725
0,2019/11/14 23:23:40,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.219252235,IVP,Partially Cooled,1.579631579,4.416764975
0,2019/11/14 23:23:45,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.181133647,IVP,Cooled,1.842736842,5.25665164
0,2019/11/14 23:23:51,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.155673163,IVP,Cooled,2.105842105,5.892597675
0,2019/11/14 23:23:57,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.142349563,IVP,Cooled,2.368947368,5.783004284
0,2019/11/14 23:24:03,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.130340187,IVP,Cooled,2.632052632,6.248450994
0,2019/11/14 23:24:10,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.121842344,IVP,Cooled,2.895157895,7.062858582
0,2019/11/14 23:24:18,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.119259026,IVP,Cooled,3.158263158,7.734899521
0,2019/11/14 23:24:26,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.113402523,IVP,Cooled,3.421368421,7.434250116
0,2019/11/14 23:24:34,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.102293403,IVP,Cooled,3.684473684,8.418710947
0,2019/11/14 23:24:43,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.094691609,IVP,Cooled,3.947578947,9.191982031
0,2019/11/14 23:24:53,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092929678,IVP,Cooled,4.210684211,9.474052668
0,2019/11/14 23:25:02,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092668989,IVP,Cooled,4.473789474,9.321906567
0,2019/11/14 23:25:13,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092510833,IVP,Cooled,4.736894737,10.3628602
0,2019/11/14 23:25:24,128,0.2,1,20,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.092375195,IVP,Cooled,5,10.92387033
0,2019/11/14 23:25:24,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.8523856,IVP,Failed,0.001,0.332082987
0,2019/11/14 23:25:25,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.101931104,IVP,Partially Cooled,0.264105263,1.241988182
0,2019/11/14 23:25:27,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.555966013,IVP,Partially Cooled,0.527210526,1.908226252
0,2019/11/14 23:25:30,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.227535513,IVP,Partially Cooled,0.790315789,2.612961054
0,2019/11/14 23:25:33,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,4.601447461,IVP,Partially Cooled,1.053421053,3.171425104
0,2019/11/14 23:25:37,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,2.220914741,IVP,Partially Cooled,1.316526316,3.9244349
0,2019/11/14 23:25:42,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.336621724,IVP,Partially Cooled,1.579631579,4.328688622
0,2019/11/14 23:25:46,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.26750021,IVP,Partially Cooled,1.842736842,4.753256798
0,2019/11/14 23:25:52,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.221079989,IVP,Partially Cooled,2.105842105,5.519647837
0,2019/11/14 23:25:58,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.195242892,IVP,Partially Cooled,2.368947368,6.256249666
0,2019/11/14 23:26:05,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.1705228,IVP,Cooled,2.632052632,6.502002001
0,2019/11/14 23:26:12,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.156098748,IVP,Cooled,2.895157895,6.869902849
0,2019/11/14 23:26:20,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.146932705,IVP,Cooled,3.158263158,7.649586201
0,2019/11/14 23:26:28,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.130016987,IVP,Cooled,3.421368421,8.620261908
0,2019/11/14 23:26:37,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.112424075,IVP,Cooled,3.684473684,8.717032433
0,2019/11/14 23:26:46,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.102935332,IVP,Cooled,3.947578947,8.729585409
0,2019/11/14 23:26:55,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.099681501,IVP,Cooled,4.210684211,9.49698019
0,2019/11/14 23:27:06,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.097775608,IVP,Cooled,4.473789474,10.25320768
0,2019/11/14 23:27:16,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.096362759,IVP,Cooled,4.736894737,9.825863838
0,2019/11/14 23:27:27,128,0.2,1,30,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.095237949,IVP,Cooled,5,11.10833645
0,2019/11/14 23:27:27,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.8523887,IVP,Failed,0.001,0.336813211
0,2019/11/14 23:27:28,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.101446319,IVP,Partially Cooled,0.264105263,1.255280972
0,2019/11/14 23:27:31,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.544993861,IVP,Partially Cooled,0.527210526,2.110850334
0,2019/11/14 23:27:34,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.188908369,IVP,Partially Cooled,0.790315789,2.915931702
0,2019/11/14 23:27:37,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,4.445036006,IVP,Partially Cooled,1.053421053,3.598616123
0,2019/11/14 23:27:41,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,1.817721196,IVP,Partially Cooled,1.316526316,3.946531057
0,2019/11/14 23:27:46,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.434135256,IVP,Partially Cooled,1.579631579,4.781488895
0,2019/11/14 23:27:52,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.344943321,IVP,Partially Cooled,1.842736842,5.387135267
0,2019/11/14 23:27:58,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.290083796,IVP,Partially Cooled,2.105842105,6.178986073
0,2019/11/14 23:28:04,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.258184517,IVP,Partially Cooled,2.368947368,6.371473312
0,2019/11/14 23:28:11,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.2260712,IVP,Partially Cooled,2.632052632,6.72322607
0,2019/11/14 23:28:19,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.206965187,IVP,Partially Cooled,2.895157895,7.503172398
0,2019/11/14 23:28:27,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.190904616,IVP,Partially Cooled,3.158263158,8.323715687
0,2019/11/14 23:28:36,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.160830839,IVP,Cooled,3.421368421,8.666754723
0,2019/11/14 23:28:44,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.135318112,IVP,Cooled,3.684473684,8.489164352
0,2019/11/14 23:28:54,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.122368438,IVP,Cooled,3.947578947,9.206192493
0,2019/11/14 23:29:04,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.116169231,IVP,Cooled,4.210684211,9.936990023
0,2019/11/14 23:29:14,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.111465683,IVP,Cooled,4.473789474,9.992447138
0,2019/11/14 23:29:23,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.10765737,IVP,Cooled,4.736894737,9.834508181
0,2019/11/14 23:29:34,128,0.2,1,40,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.104463935,IVP,Cooled,5,10.79906034
0,2019/11/14 23:29:35,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.85239251,IVP,Failed,0.001,0.335870504
0,2019/11/14 23:29:36,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.101064253,IVP,Partially Cooled,0.264105263,1.16967988
0,2019/11/14 23:29:38,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.535831657,IVP,Partially Cooled,0.527210526,1.941338301
0,2019/11/14 23:29:40,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.157389468,IVP,Partially Cooled,0.790315789,2.45974803
0,2019/11/14 23:29:43,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,4.301871336,IVP,Partially Cooled,1.053421053,2.938006163
0,2019/11/14 23:29:47,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,1.552819758,IVP,Partially Cooled,1.316526316,3.79933238
0,2019/11/14 23:29:52,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.507580986,IVP,Partially Cooled,1.579631579,4.316040277
0,2019/11/14 23:29:56,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.407903213,IVP,Partially Cooled,1.842736842,4.561933279
0,2019/11/14 23:30:01,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.350990736,IVP,Partially Cooled,2.105842105,4.502017498
0,2019/11/14 23:30:06,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.316086316,IVP,Partially Cooled,2.368947368,5.057863474
0,2019/11/14 23:30:12,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.279856131,IVP,Partially Cooled,2.632052632,5.969623327
0,2019/11/14 23:30:19,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.257482856,IVP,Partially Cooled,2.895157895,7.289674282
0,2019/11/14 23:30:26,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.235656589,IVP,Partially Cooled,3.158263158,6.638892651
0,2019/11/14 23:30:33,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.195447311,IVP,Partially Cooled,3.421368421,6.907009125
0,2019/11/14 23:30:40,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.164303008,IVP,Cooled,3.684473684,7.349933624
0,2019/11/14 23:30:48,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.148178289,IVP,Cooled,3.947578947,7.655644178
0,2019/11/14 23:30:56,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.13907336,IVP,Cooled,4.210684211,7.717059612
0,2019/11/14 23:31:04,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.131566234,IVP,Cooled,4.473789474,8.244847059
0,2019/11/14 23:31:14,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.125194251,IVP,Cooled,4.736894737,9.246121883
0,2019/11/14 23:31:23,128,0.2,1,50,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,0.119692389,IVP,Cooled,5,9.287719011
0,2019/11/14 23:31:23,128,0.2,1,60,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,62.85239702,IVP,Failed,0.001,0.274003983
0,2019/11/14 23:31:24,128,0.2,1,60,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,6.100548099,IVP,Partially Cooled,0.264105263,1.221901894
0,2019/11/14 23:31:26,128,0.2,1,60,30,0,0,-1,HO,Gaussian,ST,0.09159176,62.86995303,5.527785447,IVP,Partially Cooled,0.527210526,1.866984367
