,Trail,Time,N,dx,beta_0,beta_V,beta_K,beta_D,beta_Y,g,V,gState,iState,E0,Ei,Ef,Evolver,Cooling,pTime,wTime
0,0,2019/11/19 23:25:56,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.198674804264794,IVP,Cooled,0.001,0.2939791679382324
1,0,2019/11/19 23:25:57,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.1618165344349765,IVP,Cooled,0.05305263157894737,0.322279691696167
2,0,2019/11/19 23:25:57,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.1317940038898546,IVP,Cooled,0.10510526315789474,0.33315515518188477
3,0,2019/11/19 23:25:57,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.1066298099268512,IVP,Cooled,0.1571578947368421,0.34705233573913574
4,0,2019/11/19 23:25:58,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.085170991575363,IVP,Cooled,0.20921052631578949,0.34706783294677734
5,0,2019/11/19 23:25:58,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.0666555972988816,IVP,Cooled,0.26126315789473686,0.35424304008483887
6,0,2019/11/19 23:25:58,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.0505352725151729,IVP,Cooled,0.3133157894736842,0.35991716384887695
7,0,2019/11/19 23:25:59,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.0363960226936062,IVP,Cooled,0.3653684210526316,0.3723752498626709
8,0,2019/11/19 23:25:59,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.0239165303745228,IVP,Cooled,0.41742105263157897,0.38323378562927246
9,0,2019/11/19 23:26:00,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.0128443266810763,IVP,Cooled,0.4694736842105263,0.40100860595703125
10,0,2019/11/19 23:26:00,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,1.0029803029297142,IVP,Cooled,0.5215263157894737,0.4284951686859131
11,0,2019/11/19 23:26:01,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9941680406137772,IVP,Cooled,0.5735789473684211,0.4430708885192871
12,0,2019/11/19 23:26:01,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9862839408173596,IVP,Cooled,0.6256315789473684,0.4638481140136719
13,0,2019/11/19 23:26:01,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.979230497232627,IVP,Cooled,0.6776842105263158,0.48608827590942383
14,0,2019/11/19 23:26:02,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9729298536802218,IVP,Cooled,0.7297368421052632,0.5047202110290527
15,0,2019/11/19 23:26:02,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9673185416473584,IVP,Cooled,0.7817894736842106,0.5248606204986572
16,0,2019/11/19 23:26:03,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9623438425815586,IVP,Cooled,0.8338421052631579,0.5506253242492676
17,0,2019/11/19 23:26:04,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9579595115304069,IVP,Cooled,0.8858947368421053,0.5815982818603516
18,0,2019/11/19 23:26:04,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9541232976463832,IVP,Cooled,0.9379473684210526,0.6081275939941406
19,0,2019/11/19 23:26:05,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9507951575308137,IVP,Cooled,0.99,0.6373329162597656
20,0,2019/11/19 23:26:06,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.950210714372141,IVP,Cooled,1.0,0.6423757076263428
21,0,2019/11/19 23:26:06,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9437658615994197,IVP,Cooled,1.1379310344827587,0.7471284866333008
22,0,2019/11/19 23:26:07,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9398092141940316,IVP,Cooled,1.2758620689655173,0.8632171154022217
23,0,2019/11/19 23:26:08,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9375405619641433,IVP,Cooled,1.4137931034482758,1.0111610889434814
24,0,2019/11/19 23:26:09,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9361074496117173,IVP,Cooled,1.5517241379310345,1.1539349555969238
25,0,2019/11/19 23:26:11,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9346044596062472,IVP,Cooled,1.6896551724137931,1.3019509315490723
26,0,2019/11/19 23:26:12,128,0.2,1,10,0,0,0,1,HO,Gaussian,BS,0.6894990608266011,1.1994711402007163,0.9320895901028652,IVP,Cooled,1.8275862068965516,1.4541726112365723
